j,i,lat,lon,THETA_W850,THETA_E850,GPH850,GPH500,SLP,T2C,RH2,U10M,V10M,TC1000,RH1000,U1000,V1000,TC975,RH975,U975,V975,TC950,RH950,U950,V950,TC925,RH925,U925,V925,TC850,RH850,U850,V850,TC700,RH700,U700,V700,TC500,RH500,U500,V500,TC300,RH300,U300,V300,label
114,130,40.44542,-0.6136318,nan,nan,nan,545.31726,998.8396,1.4933419,99.49688,3.2982335,-3.441393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.35344,98.858116,1.4399177,-3.1213613,-22.498423,47.08085,1.6480694,-0.49348983,-46.962955,19.115013,3.800013,6.6213226,5
115,130,40.55771,-0.6136318,nan,nan,nan,545.353,999.0083,1.6887951,99.460045,4.1127133,-3.2507088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.4183955,98.536026,2.0214806,-3.7813854,-22.528214,47.071632,1.2035964,-0.63921094,-46.928596,18.561022,3.4398098,6.8825927,5
111,131,40.10855,-0.44914567,3.4704392,33.377033,133.40775,546.00604,998.36884,5.953653,84.23087,3.262837,-5.015467,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0014806,80.96362,1.5309377,-10.1736355,-5.391576,94.102234,2.255812,-1.9948288,-22.727865,51.133568,3.1771972,1.7650734,-46.939537,18.454504,4.7611785,7.5521235,5
112,131,40.22084,-0.44914567,3.0789664,32.49871,133.47961,545.7991,998.45135,4.487383,90.699455,3.13244,-4.5759606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.941042,89.1765,3.9736495,-9.7967005,-5.391813,96.92261,1.8554263,-1.8167387,-22.658693,48.99553,2.6216643,1.7426093,-46.951897,18.259304,4.3916616,7.754564,5
113,131,40.33313,-0.44914567,nan,nan,nan,545.5825,998.49274,2.9355483,97.78092,3.280616,-3.960337,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.386642,100.0,1.7418504,-1.5647402,-22.599392,47.517113,1.9197099,1.6359935,-46.959427,17.880829,4.0395045,8.003253,5
114,131,40.44542,-0.44914567,nan,nan,nan,545.49133,998.58215,2.353726,99.61631,3.5633323,-3.4928358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.301629,98.833305,2.0311396,-1.7649535,-22.556742,45.301773,1.4130132,1.4709935,-46.93116,17.50375,3.6670158,8.27744,5
115,131,40.55771,-0.44914567,nan,nan,nan,545.546,998.7169,2.3601391,99.606705,4.3419538,-3.0706093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.1917353,96.35889,2.639759,-1.7901872,-22.558374,43.735878,0.7568214,1.3986037,-46.885895,17.115437,3.3064728,8.594744,5
116,131,40.67,-0.44914567,nan,nan,nan,545.65173,998.89,2.9657974,99.633514,4.896922,-2.8279245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.164329,95.345314,3.1075242,-1.8509719,-22.580418,42.71223,0.24404879,1.4267907,-46.830864,16.686249,2.935377,8.902487,5
117,131,40.782288,-0.44914567,nan,nan,nan,545.82263,999.0866,4.1195855,99.71404,5.1912417,-2.6573038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.1339517,94.776665,3.4372923,-1.61569,-22.609686,41.454437,-0.22526012,1.6023355,-46.759537,16.300179,2.5526946,9.229423,5
108,132,39.771683,-0.28465956,3.2133372,32.800076,133.29613,546.3306,997.80194,9.754933,72.92302,3.2124758,-3.2594213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.379948,63.869366,0.5433511,-9.71773,5.127284,76.08312,-0.30436647,-0.62657475,-4.9722834,74.89274,4.132445,-0.7739886,-22.653982,45.036095,4.838477,2.813475,-46.787476,17.358316,5.8247437,8.764923,5
109,132,39.883972,-0.28465956,3.21441,32.79843,133.28577,546.2946,997.84235,9.537719,72.52665,2.7450678,-3.8965454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.316846,64.86396,2.1389635,-11.597345,5.1357636,75.999886,-0.92794335,-0.93958277,-5.0667305,79.94114,3.4635067,-1.5135342,-22.689404,45.849895,4.4615273,3.054136,-46.814743,17.42832,5.373784,8.876036,5
110,132,39.99626,-0.28465956,3.2560053,32.889824,133.27866,546.25586,997.9038,8.961936,73.92441,2.675549,-4.512411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.140186,76.46789,-1.1088871,-1.7555075,-5.1518354,84.36792,2.944451,-1.9637674,-22.714806,46.38862,4.0333285,3.245996,-46.844307,17.545511,4.928006,9.030434,5
111,132,40.10855,-0.28465956,3.4206934,33.262215,133.29808,546.14703,998.05914,7.6383195,79.156586,3.0030105,-4.8345537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.168255,78.19802,0.58877105,-5.261698,-5.208755,87.535866,2.6815422,-1.5865153,-22.696156,45.83942,3.4799519,3.3591847,-46.87782,17.597515,4.528314,9.228726,5
112,132,40.22084,-0.28465956,3.5577054,33.5707,133.28427,546.044,998.1965,6.289201,84.953545,3.4245188,-5.048766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0882206,80.88284,2.508766,-8.801245,-5.2443676,90.91389,2.6312459,-1.2275336,-22.689617,45.580276,2.8939948,3.412107,-46.895405,17.605528,4.1495714,9.458652,5
113,132,40.33313,-0.28465956,3.2523463,32.884712,133.32869,545.8601,998.24225,4.78087,92.046135,3.7402365,-4.5896125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0993814,89.3687,4.358065,-8.240588,-5.231074,93.82521,2.5944648,-0.9122737,-22.642492,44.41869,2.2030125,3.2900999,-46.900723,17.502502,3.785812,9.731245,5
114,132,40.44542,-0.28465956,2.95119,32.208115,133.38602,545.7215,998.3148,3.5730224,98.06897,4.0337334,-3.95207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.1513073,97.4719,5.9812274,-7.9389653,-5.1600585,95.1919,2.6604812,-0.6816775,-22.609617,43.376194,1.523872,3.216153,-46.886635,17.399843,3.432413,10.003885,5
115,132,40.55771,-0.28465956,2.9156609,32.126373,133.4016,545.7501,998.45306,3.3473775,99.67294,4.6365314,-3.3717496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.9215486,100.0,7.1843977,-9.15829,-5.0031285,92.81288,3.190079,-0.6825484,-22.61844,42.37122,0.90387976,3.1755946,-46.832706,17.295685,3.0798361,10.312367,5
116,132,40.67,-0.28465956,2.9076157,32.107685,133.38766,545.82684,998.59686,3.6325471,99.57279,5.1464653,-2.8034286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.9180949,100.0,7.8821034,-9.552056,-4.88121,90.19207,3.617068,-0.7123738,-22.609426,40.797913,0.33648956,3.189656,-46.780857,17.29504,2.694275,10.625122,5
117,132,40.782288,-0.28465956,2.8045928,31.880089,133.35228,545.9533,998.77094,4.534936,99.39954,5.215051,-2.1055527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.817288,100.0,7.9896092,-9.890166,-4.802788,88.6778,3.7657144,-0.6788738,-22.597122,39.333603,-0.13123049,3.3971736,-46.71901,17.41573,2.2904563,10.920458,5
118,132,40.894577,-0.28465956,2.8143375,31.905323,133.29732,546.086,998.8927,5.7039533,98.58984,5.5431576,-1.8637363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.8281355,100.0,8.049,-10.850803,-4.756167,88.09301,3.936984,-0.64723504,-22.591738,37.908047,-0.52482104,3.569692,-46.672012,17.562597,1.8664386,11.241135,5
106,133,39.547104,-0.12017345,3.1344244,32.63687,133.38545,546.4967,997.98285,14.583532,71.31301,7.9306436,-2.9979396,nan,nan,nan,nan,12.305943,66.73395,9.303818,-5.4161205,10.886467,67.77311,8.063445,-7.225294,9.639419,68.74437,4.766213,-6.9261394,5.0579286,75.9548,2.5008,-0.138973,-4.9365053,68.00453,5.9823966,1.8360983,-22.40537,34.24542,5.5740957,4.2185163,-46.708984,17.851519,6.7700796,10.285578,5
107,133,39.659393,-0.12017345,3.1614664,32.696064,133.3389,546.42206,997.83356,14.148457,69.81992,5.348513,-3.4873428,nan,nan,nan,nan,12.398149,65.078026,6.4960546,-6.3759384,11.255142,64.868935,4.704177,-7.7853827,9.918675,66.91461,1.8035334,-6.4460464,5.173682,74.980896,1.7656322,0.15406477,-4.892506,68.37174,5.0707726,1.1473306,-22.461773,36.221466,5.306521,4.2298164,-46.73597,17.87383,6.129272,10.353208,5
108,133,39.771683,-0.12017345,3.1600542,32.68668,133.25645,546.38477,997.6415,12.4776745,69.6699,3.0905404,-3.4794085,nan,nan,nan,nan,12.126498,64.84009,4.109774,-6.1573925,11.560344,63.059795,2.7863846,-8.882683,10.270401,65.17813,-0.72001076,-6.174033,5.3227243,73.22463,0.9044807,0.6736963,-4.843417,69.30455,4.1861053,0.3239413,-22.523674,38.292587,5.0049033,4.4060755,-46.77908,18.159033,5.5564833,10.4211645,5
109,133,39.883972,-0.12017345,3.1454403,32.647545,133.24565,546.35077,997.60895,11.64117,66.21826,2.4248438,-3.6475449,nan,nan,nan,nan,11.952317,63.478798,3.9473336,-6.48212,11.909345,60.83116,3.0421298,-10.05369,10.56321,63.647057,-1.0527209,-6.301425,5.2395344,73.96532,0.4628486,0.41438133,-4.821761,70.095505,3.5574796,0.06403769,-22.559528,39.132282,4.6477766,4.527316,-46.804764,18.168863,5.041621,10.584067,5
110,133,39.99626,-0.12017345,3.1653802,32.689297,133.2352,546.32074,997.65265,11.198682,66.6382,2.2273831,-4.280506,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.446441,64.964485,0.9309057,-8.178471,5.2386727,74.222786,-0.0055185976,-0.012150422,-4.9055243,74.547585,2.9819694,-0.5050478,-22.5914,39.844444,4.243968,4.7311215,-46.83386,18.29243,4.585014,10.728459,5
111,133,40.10855,-0.12017345,3.2560217,32.89492,133.21585,546.3088,997.71875,9.543526,73.2293,3.2376983,-4.916951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.106381,68.10903,4.851943,-11.116724,5.185971,75.951866,0.23407377,-0.6584998,-4.987779,78.13744,2.8545349,-0.58657056,-22.618864,40.151627,3.7246518,4.807589,-46.85694,18.340796,4.1656837,10.991591,5
112,133,40.22084,-0.12017345,3.3816857,33.178528,133.20421,546.23376,997.8358,8.101,79.209915,3.833622,-5.276895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.1272817,78.223145,1.5984937,-3.2826617,-5.0405955,81.55746,2.7548919,-0.36421046,-22.62161,40.036724,3.1635268,4.875028,-46.87813,18.366703,3.7716866,11.228252,5
113,133,40.33313,-0.12017345,3.459854,33.351135,133.11975,546.1432,997.93475,6.6976576,86.20768,4.4550896,-5.2616286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.817403,82.9378,3.9912128,-6.8931293,-5.0309043,85.38216,3.1566443,-0.0440745,-22.640821,40.39429,2.508299,4.7998137,-46.86186,18.281185,3.4374847,11.5254345,5
114,133,40.44542,-0.12017345,3.3912966,33.195263,133.09294,546.04266,998.0286,5.4282417,92.62016,4.9447145,-4.9699645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.267157,88.896675,6.0410523,-9.031927,-4.986241,87.953255,3.44762,0.22492464,-22.642519,40.23026,1.8460524,4.734351,-46.842693,18.18907,3.0978127,11.813081,5
115,133,40.55771,-0.12017345,3.2342288,32.84119,133.13081,546.0286,998.17413,4.8645906,96.44823,5.301417,-4.128953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.6414914,94.893486,7.39947,-10.728351,-4.799881,86.522194,3.8763666,0.28619573,-22.66188,39.96547,1.2034779,4.774046,-46.781765,18.093342,2.775796,12.094508,5
116,133,40.67,-0.12017345,3.0780368,32.490063,133.15648,546.03156,998.3172,4.5167613,99.61353,5.524879,-3.2254796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0866656,100.0,8.451413,-11.684568,-4.633763,85.0392,4.169045,0.35192907,-22.659239,39.287655,0.56986654,4.8651485,-46.721325,18.123539,2.4342737,12.369568,5
117,133,40.782288,-0.12017345,2.9620984,32.232647,133.11932,546.13416,998.47003,5.265254,99.27996,5.4492655,-2.2726645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.9734864,100.0,8.333326,-10.583847,-4.5459785,83.15765,4.157577,0.3719872,-22.60792,37.306583,0.041057955,5.106096,-46.664455,18.442478,2.018949,12.645393,5
118,133,40.894577,-0.12017345,2.879197,32.049286,133.07796,546.22546,998.6053,6.016302,98.724976,5.473842,-1.3895973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.8963695,99.95382,8.110593,-9.366323,-4.4778223,81.88242,4.1015644,0.412516,-22.5554,35.510593,-0.4620473,5.3661585,-46.618557,18.82819,1.5905457,12.911423,5
119,133,41.006866,-0.12017345,2.9982038,32.31641,132.98404,546.293,998.60364,7.127241,96.557144,5.8962727,-1.0564153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.019267,99.90429,7.410886,-7.638838,-4.4440694,82.1896,3.9580038,0.38185835,-22.482689,33.455944,-0.86401784,5.6044984,-46.615265,19.472832,1.1112224,13.205882,5
120,133,41.119156,-0.12017345,3.1250834,32.60246,132.89015,546.3595,998.5507,8.086066,94.81089,6.1661406,-0.8381498,nan,nan,nan,nan,nan,nan,nan,nan,8.027567,94.86041,8.938618,-1.9823912,6.863972,99.837364,11.524754,-7.8832817,3.1770902,99.52706,6.710285,-5.979773,-4.3944664,82.215866,3.726808,0.36595714,-22.412806,31.509935,-1.2438575,5.81638,-46.62671,20.200285,0.61629367,13.498595,5
105,134,39.434814,0.04431266,3.0078282,32.352066,133.38985,546.69525,998.0337,15.042182,73.582664,9.840336,-2.1597836,nan,nan,nan,nan,12.420395,70.37308,10.701433,-2.9939656,10.58101,73.35471,10.081938,-4.1192465,9.257114,72.306984,7.6031513,-4.9920425,5.095073,73.90135,3.656754,0.97611797,-4.9121814,65.893364,6.830291,3.2877448,-22.22884,25.636723,5.951623,6.49399,-46.68613,19.514853,7.483132,11.946407,5
106,134,39.547104,0.04431266,3.0454085,32.435745,133.27045,546.62115,997.7495,15.224701,71.9058,8.259885,-2.4930274,nan,nan,nan,nan,12.722401,68.880424,8.399831,-3.4331539,10.901028,71.86899,7.241751,-4.3698673,9.490305,71.325775,4.84496,-4.2110023,5.400031,70.8992,3.336123,1.5833982,-4.8337984,64.89244,6.0255985,2.4661763,-22.285494,27.847326,5.6731772,6.163937,-46.73843,19.312222,6.627575,11.914811,5
107,134,39.659393,0.04431266,3.0894597,32.53457,133.24474,546.5438,997.6321,15.165607,69.82907,5.669803,-3.121102,nan,nan,nan,nan,12.917267,66.747406,5.6781096,-4.7345757,11.288545,68.69544,3.7986324,-4.8840427,9.75147,69.57339,2.0211773,-3.8431172,5.464462,70.73841,2.6227221,1.658148,-4.7839117,64.984695,5.130137,1.884346,-22.339083,29.782084,5.3769894,6.09673,-46.762585,19.47829,5.9686947,12.016711,5
108,134,39.771683,0.04431266,3.135021,32.636806,133.22136,546.46857,997.51996,15.103698,67.78129,3.116396,-3.7580307,nan,nan,nan,nan,13.107468,64.61749,3.023595,-6.0487,11.6725,65.52775,0.44966054,-5.429025,10.01143,67.841095,-0.7317177,-3.5221777,5.5177298,70.72361,1.9061406,1.6967769,-4.7316847,65.03686,4.24246,1.3220422,-22.392067,31.704685,5.0706553,6.0220237,-46.78654,19.69108,5.311291,12.127403,5
109,134,39.883972,0.04431266,3.129897,32.620136,133.21704,546.43884,997.5078,14.296951,65.72952,2.5112033,-4.188845,nan,nan,nan,nan,12.921891,63.38962,2.974955,-6.781219,11.961375,63.082024,0.70351684,-6.693229,10.266761,66.30081,-1.0602871,-3.8646731,5.390339,72.08715,1.4075668,1.3270274,-4.6860914,65.32836,3.632684,1.1450218,-22.423796,32.554413,4.66292,6.0719824,-46.80224,19.869566,4.793056,12.329533,5
110,134,39.99626,0.04431266,3.1218774,32.595882,133.20752,546.4166,997.4844,13.283761,63.1227,1.9194208,-4.37427,nan,nan,nan,nan,12.681808,62.30732,2.9881642,-7.11255,12.272203,60.965424,1.2851648,-8.047569,10.558801,64.79968,-1.2193071,-4.2130184,5.2789736,73.22799,0.9264599,0.98136413,-4.6488075,65.87782,3.0306737,0.93380636,-22.45874,33.445686,4.2534328,6.16066,-46.826633,20.13912,4.2835307,12.530637,5
111,134,40.10855,0.04431266,3.1339667,32.620987,133.16763,546.4132,997.50555,11.373169,67.614555,2.8406625,-4.4874415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.551356,64.88334,1.5052562,-6.097683,5.2522283,73.672424,1.2161193,0.55578583,-4.6843033,67.48704,2.8649237,0.9425132,-22.482576,33.73895,3.712918,6.2230196,-46.82622,20.195747,3.8564334,12.81129,5
112,134,40.22084,0.04431266,3.2209282,32.81769,133.14206,546.41205,997.57446,9.665679,74.475784,3.8715625,-5.0688334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.223466,67.86354,5.452827,-9.141312,5.197925,75.372055,1.4080687,-0.09678464,-4.751956,70.81173,2.7487965,0.87355554,-22.507654,34.07343,3.146338,6.286592,-46.842205,20.45062,3.445246,13.1001625,5
113,134,40.33313,0.04431266,3.3837576,33.18292,133.03532,546.3901,997.6078,8.685843,79.55669,4.6729727,-5.1482224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.2027693,77.39407,2.3714817,-1.00383,-4.746022,72.55382,2.963931,1.0613201,-22.515713,34.040684,2.5238142,6.35919,-46.80848,20.266222,3.0789492,13.3721075,5
114,134,40.44542,0.04431266,3.4726636,33.379726,132.94914,546.3108,997.70984,7.3321652,86.36826,5.234714,-5.046739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.935248,81.73686,4.6491747,-4.489042,-4.7203774,75.76382,3.3110003,1.401726,-22.524792,34.247875,1.8363845,6.310033,-46.78462,20.341217,2.7465875,13.675059,5
115,134,40.55771,0.04431266,3.4944463,33.42824,132.84544,546.2766,997.78015,6.361238,92.34188,5.2854424,-4.366481,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.519042,87.00585,6.770354,-6.8290563,-4.6310825,77.362404,3.532927,1.4857786,-22.506994,33.96556,1.2395236,6.452213,-46.724567,20.067366,2.3973222,13.885222,5
116,134,40.67,0.04431266,3.3221877,33.04068,132.88197,546.25836,997.91547,5.804138,96.18994,5.5067196,-3.4282546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.8749475,93.03979,7.986178,-7.863733,-4.4523664,75.86387,3.81423,1.5753857,-22.50216,33.35657,0.5725052,6.5276227,-46.662827,20.112501,2.0658662,14.158425,5
117,134,40.782288,0.04431266,3.2156863,32.80319,132.89491,546.2973,998.0846,5.9163384,98.10876,5.3475056,-2.3783374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.3423555,98.53937,8.30051,-7.659875,-4.365242,76.30417,3.8649237,1.5917813,-22.463129,32.522537,0.01770931,6.8344197,-46.610672,20.232357,1.6757555,14.351939,5
118,134,40.894577,0.04431266,3.1143746,32.578236,132.86952,546.37885,998.23535,6.4967756,98.29217,5.286446,-1.4253217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.1310148,99.983055,8.258878,-6.7545,-4.2848344,75.26173,3.8536232,1.6183767,-22.414633,30.914007,-0.5085713,7.099869,-46.55908,20.522919,1.2623291,14.602309,5
119,134,41.006866,0.04431266,3.1542313,32.67004,132.8125,546.42804,998.3055,7.257319,96.914444,5.6833076,-0.8014228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.1878965,99.76528,7.647302,-5.1029644,-4.289613,76.23943,3.6320925,1.7349703,-22.35767,29.805744,-0.91616845,7.430963,-46.553944,21.15674,0.7853276,14.831936,5
120,134,41.119156,0.04431266,3.235182,32.853447,132.73776,546.48566,998.3211,8.126914,95.32145,6.032993,-0.3619787,nan,nan,nan,nan,nan,nan,nan,nan,8.007291,96.1266,9.510822,-1.5095654,6.917878,99.936615,11.480506,-7.240364,3.2901058,99.50062,6.993038,-3.441608,-4.2697024,76.785515,3.413865,1.7865723,-22.294243,28.285158,-1.312437,7.707184,-46.55544,21.828037,0.30112857,15.09203,5
121,134,41.231445,0.04431266,3.3520823,33.122677,132.66164,546.53937,998.121,8.3794775,95.44597,5.750383,-0.41159934,nan,nan,nan,nan,nan,nan,nan,nan,8.040237,96.65285,9.974598,-2.5588415,7.0542994,99.19805,10.174909,-7.352622,3.5400302,97.8825,6.331427,-2.0611641,-4.1824007,76.137764,2.8350446,1.8933579,-22.241917,27.176521,-1.6165986,7.8697376,-46.618195,22.843561,-0.24795102,15.347549,5
105,135,39.434814,0.20879877,2.9513943,32.22506,133.33688,546.89886,997.87646,15.408965,73.8546,10.013154,-0.9036285,nan,nan,nan,nan,12.752354,71.32822,10.816184,-1.3936259,10.773097,75.483475,10.359542,-2.06798,9.261963,74.62775,8.422918,-3.0960617,5.2797923,71.1895,4.002784,2.183417,-4.762169,62.722664,6.9728317,3.9378996,-22.133026,20.753925,5.7980886,8.40046,-46.80456,24.071428,7.3713756,13.804354,5
106,135,39.547104,0.20879877,2.9981666,32.329224,133.22882,546.82904,997.6024,15.574037,72.0918,8.348128,-1.0999769,nan,nan,nan,nan,13.0438795,69.83182,8.602192,-1.6484967,11.088416,74.016594,7.755173,-2.244899,9.511976,73.56678,5.89564,-2.4322424,5.569817,68.52326,3.663718,2.5570607,-4.6755233,61.61675,6.142488,3.1864645,-22.19386,22.936197,5.4707017,8.015215,-46.848923,24.031849,6.512384,13.83296,5
107,135,39.659393,0.20879877,3.0928535,32.542603,133.20978,546.75256,997.5178,15.72667,69.85475,5.9676394,-2.2813432,nan,nan,nan,nan,13.303042,68.237816,5.8591695,-2.7410457,11.351329,72.6186,5.007857,-3.0090578,9.691356,72.810165,3.601197,-2.5919101,5.5173125,70.21308,3.049479,2.2181401,-4.593599,60.85923,5.2850523,2.8720608,-22.228212,24.234213,5.101532,7.7511654,-46.838074,23.783276,5.8059316,13.969111,5
108,135,39.771683,0.20879877,3.161889,32.69799,133.19345,546.67615,997.4272,15.752396,67.67666,3.4186382,-3.1903706,nan,nan,nan,nan,13.521675,66.31468,3.1105626,-4.0053616,11.684764,70.178406,1.8698118,-3.670441,9.915695,71.49093,1.0323298,-2.5114698,5.5081086,71.1491,2.354795,2.060783,-4.5297465,60.61105,4.4046755,2.434345,-22.272364,25.854042,4.766822,7.6079226,-46.84443,23.796473,5.137337,14.097106,5
109,135,39.883972,0.20879877,3.1659663,32.705864,133.19748,546.6201,997.4361,15.545634,67.73469,2.6815495,-4.3216805,nan,nan,nan,nan,13.486457,64.782936,2.7504973,-5.9992666,11.897207,66.74486,0.8866763,-4.6285977,10.063839,69.67755,0.0634958,-2.7873325,5.3662534,72.810776,1.8672762,1.6868596,-4.4619527,60.012554,3.778542,2.3455763,-22.29562,26.639584,4.36585,7.524554,-46.830517,23.660706,4.58323,14.298415,5
110,135,39.99626,0.20879877,3.1628509,32.695763,133.19981,546.5772,997.44464,15.060131,67.0069,2.1383593,-5.176864,nan,nan,nan,nan,13.36733,63.431366,2.7000496,-7.4803085,12.131042,63.732754,0.63185817,-5.754154,10.251547,67.980125,-0.48678,-3.1373103,5.2163563,74.46388,1.3918437,1.2841396,-4.402918,59.763214,3.1791523,2.2525837,-22.32045,27.369286,3.9548237,7.500091,-46.827015,23.63939,4.052821,14.5068245,5
111,135,40.10855,0.20879877,3.1058335,32.56188,133.1454,546.56976,997.41266,13.089196,68.37861,2.7887633,-4.8293056,nan,nan,nan,nan,12.612815,64.488525,4.3448567,-7.7194357,12.246377,62.37058,2.7541516,-7.549628,10.564393,65.29087,0.7406516,-3.748961,5.213972,73.76015,1.7082914,1.1144327,-4.3969126,59.523743,2.9331214,2.3215373,-22.343445,27.664803,3.4515395,7.56659,-46.81106,23.504253,3.6033618,14.76991,5
112,135,40.22084,0.20879877,3.056379,32.44569,133.08925,546.56445,997.38934,11.036648,70.68866,3.607089,-4.5122747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.822299,62.980076,2.367945,-4.6123357,5.217764,73.082695,2.096874,0.91619784,-4.4013014,59.536892,2.7356865,2.4067922,-22.365437,27.90248,2.9325922,7.630214,-46.793987,23.364191,3.1636696,15.042095,5
113,135,40.33313,0.20879877,3.2341952,32.84555,132.98322,546.56335,997.40375,10.114735,75.372536,4.4954014,-4.683931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.147579,69.18338,5.815489,-7.581658,5.3001156,74.361275,2.5716457,0.8674446,-4.407158,60.93156,2.8761785,2.517748,-22.374228,27.818619,2.3374503,7.7440495,-46.761047,23.131924,2.782198,15.304041,5
114,135,40.44542,0.20879877,3.4191582,33.261288,132.87437,546.5648,997.41705,9.368882,79.91053,5.404429,-4.9098263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.446595,75.61398,9.231023,-10.612174,5.3866096,75.68286,3.0492022,0.8404374,-4.414645,62.38528,3.0261915,2.6320834,-22.37749,27.721842,1.7208755,7.8730974,-46.71906,22.944588,2.4044359,15.549859,5
115,135,40.55771,0.20879877,3.4626007,33.360065,132.78485,546.53656,997.47534,8.28594,85.670746,5.4415607,-4.342098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0804286,79.926605,4.858441,-1.3410537,-4.355241,64.20593,3.1897404,2.7306783,-22.357239,27.585176,1.0949235,8.03022,-46.65681,22.731758,2.0355792,15.740126,5
116,135,40.67,0.20879877,3.4835756,33.407516,132.69577,546.50165,997.5492,7.268773,91.763756,5.450442,-3.7444854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.683485,84.96248,6.9419565,-3.9181333,-4.2845516,66.24597,3.3769817,2.824868,-22.334396,27.427303,0.4624885,8.179498,-46.592594,22.578531,1.6782948,15.92943,5
117,135,40.782288,0.20879877,3.4275959,33.279892,132.66328,546.5216,997.72125,7.065194,94.71724,5.2900457,-2.7548158,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.2690296,89.42656,7.569884,-4.2516265,-4.213538,67.002304,3.390561,2.8436892,-22.29935,27.103304,-0.08957661,8.456465,-46.545742,22.45188,1.2498289,16.087486,5
