j,i,lat,lon,THETA_W850,THETA_E850,GPH850,GPH500,SLP,T2C,RH2,U10M,V10M,TC1000,RH1000,U1000,V1000,TC975,RH975,U975,V975,TC950,RH950,U950,V950,TC925,RH925,U925,V925,TC850,RH850,U850,V850,TC700,RH700,U700,V700,TC500,RH500,U500,V500,TC300,RH300,U300,V300,label
139,189,43.252655,9.091049,8.447535,45.776745,143.36685,564.67883,1006.7249,19.047127,88.6737,-10.616109,8.464265,18.41861,87.35189,-12.063578,9.648276,16.570494,89.77768,-13.240408,12.185953,15.154914,88.40242,-12.583136,15.361245,14.04921,84.196144,-9.918813,17.255695,10.053709,83.388054,-3.7066336,15.153425,-0.25560567,99.58187,1.1300952,16.755085,-16.109705,62.373806,-0.6148053,16.289955,-45.034946,63.772076,-7.998644,17.26685,28
140,189,43.364944,9.091049,8.368122,45.559643,143.47533,564.76746,1007.0685,18.814283,90.16228,-10.955985,8.621351,18.113157,89.25503,-12.340498,9.981138,16.213232,92.28027,-13.264699,11.958828,14.731924,91.9744,-12.791,15.043805,13.669994,87.77504,-10.265979,16.702991,9.869088,84.36952,-4.1031947,15.54404,-0.31525263,98.64594,0.85607177,15.856159,-15.963312,76.83104,0.30306813,15.6868105,-45.15321,65.97609,-8.40075,17.100056,28
141,189,43.477234,9.091049,8.358549,45.535774,143.66658,564.71484,1007.4609,18.579014,91.668175,-11.0611925,8.443943,17.813992,91.13237,-12.376867,9.769214,15.915505,94.13507,-13.025722,11.430479,14.448806,93.487946,-12.67233,14.532201,13.323079,91.071884,-10.215434,16.436998,9.578946,87.22373,-4.3503513,15.310097,-0.48664925,98.58543,0.14596148,15.818045,-15.886692,86.25311,0.8969587,15.190721,-45.23226,65.494446,-8.276226,16.236849,28
146,189,44.03868,9.091049,7.7694335,43.95543,143.88705,564.60425,1008.00104,18.032885,93.86723,-10.84371,9.596097,17.049763,94.374725,-12.310491,10.54638,15.154656,98.296234,-12.468574,12.108485,13.930853,96.80756,-11.160439,15.708001,12.81884,93.03754,-9.253378,18.94058,8.930324,87.54525,-6.8422036,15.5008135,-1.3448102,95.798004,-5.3814297,12.59146,-15.653356,89.16105,0.21808809,11.32869,-45.482224,65.29145,-5.0940886,20.12603,27
147,189,44.15097,9.091049,7.6373196,43.606014,143.93184,564.7317,1008.0178,17.86895,94.006004,-10.829596,9.470699,nan,nan,nan,nan,14.960913,98.704926,-12.471665,11.865786,13.796245,97.01716,-10.801554,15.775747,12.773826,92.38668,-8.630775,19.10013,8.72781,88.25914,-6.634685,14.995156,-1.2998823,93.00282,-6.1847563,11.671666,-15.693409,89.43998,-1.1006777,11.253767,-45.51912,65.26799,-5.1241713,19.875473,27
148,189,44.26326,9.091049,7.7224092,43.822136,143.78362,564.71497,1008.31525,16.95204,95.40859,-10.053216,7.777442,nan,nan,nan,nan,nan,nan,nan,nan,13.571603,98.45815,-11.017327,15.493417,12.472772,95.964096,-8.988923,18.574013,8.388463,93.07435,-6.451085,16.220612,-1.1887884,93.45554,-6.923022,12.040283,-15.758869,88.63052,-1.2348311,11.450086,-45.56497,64.29667,-5.054774,19.127516,27
149,189,44.37555,9.091049,7.729153,43.827465,143.50143,564.7107,1008.2399,15.450782,96.724884,-8.040683,6.2457705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.077021,99.99498,-9.657646,17.778463,8.083428,96.62879,-6.3440766,17.331173,-1.0097517,95.15344,-7.3742924,11.735296,-15.814871,86.0051,-1.9430275,11.353929,-45.588264,63.547974,-4.996427,18.061111,27
150,189,44.48784,9.091049,7.875857,44.20946,143.33469,565.1238,1007.962,13.542635,97.43265,-6.0975146,7.3075795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.294453,95.86881,-6.3671594,19.908323,-0.4425605,91.1651,-7.2575045,11.005968,-15.993,87.04672,-2.6456091,10.624453,-45.649364,65.615524,-4.0555735,17.99055,27
151,189,44.60013,9.091049,8.154018,44.94595,143.80988,565.51306,1008.53925,11.746199,97.78736,-4.08578,8.377687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.524283,96.39492,-5.899773,22.850052,0.18674056,84.80473,-7.219106,10.2591715,-16.351023,89.27236,-4.1059117,10.195795,-45.697903,67.11445,-3.034278,18.161972,27
152,189,44.712418,9.091049,8.024714,44.604263,143.91388,565.29724,1008.31805,12.176063,93.66783,-2.87314,6.6883645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.301974,86.867836,-5.0770936,22.767353,0.37171438,83.05528,-6.066138,8.457691,-16.647888,89.517815,-5.798373,10.138807,-45.654327,66.24943,-2.0493622,19.061817,27
153,189,44.824707,9.091049,7.765326,43.91457,143.08386,564.9659,1007.0455,13.144298,89.43773,-3.0288646,7.124559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.848281,89.68976,-4.685064,10.859052,9.981025,76.858185,-4.528248,22.332481,0.6758706,79.02979,-5.581827,6.299828,-16.913454,91.55684,-6.7821584,10.75062,-45.598045,64.955086,-1.7783604,20.235079,27
154,189,44.936996,9.091049,7.979617,44.489983,143.47115,564.9892,1007.7839,13.0079565,93.37272,-5.1067705,3.4589725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.787513,90.80728,-4.1758857,10.792828,9.756406,81.38804,-3.7014105,21.743748,0.11743014,85.73956,-5.685949,7.066333,-16.738623,88.25667,-6.6805096,11.473024,-45.535988,64.12513,-2.1909218,20.572046,27
155,189,45.049286,9.091049,8.166677,44.985123,144.11273,565.1307,1008.9906,12.942883,97.13406,-6.353839,-1.2380741,nan,nan,nan,nan,13.429785,94.04604,-11.171631,0.87930435,13.444393,90.80439,-8.669867,7.5534306,12.733029,91.43118,-4.986103,14.134566,9.795188,82.973145,-3.3226686,20.074638,-0.67578954,94.85037,-5.238085,7.346571,-16.45739,83.342155,-6.320752,12.336684,-45.48665,63.44696,-2.7054977,20.688395,27
156,189,45.161575,9.091049,8.224058,45.14439,144.08527,565.1835,1009.19464,13.003545,98.35287,-6.3729796,-0.42236292,nan,nan,nan,nan,12.863457,98.4936,-13.769605,1.3980384,12.752899,95.80265,-12.077807,6.933568,12.403929,94.184456,-6.078658,12.241681,9.291441,89.00555,-2.7786615,20.033342,-0.747289,95.204636,-5.1558194,8.053768,-16.383068,81.89696,-6.1441536,12.374281,-45.460938,63.284344,-2.5661347,20.94542,27
157,189,45.273865,9.091049,8.281946,45.31129,144.23071,565.2677,1009.40137,13.348843,98.772736,-6.683338,0.029318983,nan,nan,nan,nan,12.884069,99.99166,-15.369684,2.5787385,12.506279,98.591675,-14.282225,6.6482043,12.034803,97.842575,-7.510407,10.62889,8.692377,95.90994,-2.2265465,19.899353,-0.8303994,96.05376,-4.996354,9.123742,-16.337677,80.84145,-5.9036107,12.214588,-45.44055,64.22729,-2.1787848,20.992092,27
158,189,45.386154,9.091049,8.379749,45.575294,144.42981,565.3198,1009.5743,13.434834,97.56116,-6.150556,0.49800023,nan,nan,nan,nan,12.997795,99.551476,-14.616963,3.0395818,12.435587,99.26957,-16.293804,7.056769,11.932406,98.59132,-9.366662,10.662533,8.636397,97.41495,-2.1914365,18.698029,-0.9203726,97.56868,-5.1029434,9.877424,-16.31592,79.5858,-5.350866,12.44308,-45.472404,64.50269,-2.1177473,20.915699,27
159,189,45.498444,9.091049,8.457272,45.784367,144.54495,565.36224,1009.6842,13.446188,96.19243,-5.1388187,0.94456095,nan,nan,nan,nan,nan,nan,nan,nan,12.391121,99.52653,-17.824226,7.179016,11.998485,98.21661,-10.952527,10.516706,8.462631,100.0,-2.3798091,17.632826,-0.98822117,99.620285,-5.216545,11.038911,-16.30735,78.627716,-4.8339314,12.227039,-45.480698,64.203384,-1.8393526,20.884087,27
160,189,45.610733,9.091049,8.484093,45.861576,144.70386,565.4662,1009.79114,13.20667,94.53123,-4.668945,1.3402767,nan,nan,nan,nan,nan,nan,nan,nan,12.638419,96.3695,-17.128613,7.04252,12.033621,97.89498,-13.567937,10.664881,8.487265,100.0,-3.5274668,16.67071,-0.96885794,99.95091,-5.3183117,12.051857,-16.300362,78.43041,-4.0522594,12.451767,-45.546074,65.158264,-1.631867,20.560953,27
161,189,45.723022,9.091049,8.589468,46.152695,144.82143,565.4746,1009.8323,13.007352,92.39587,-4.5159726,1.4232429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.144497,96.63019,-15.651887,10.590521,8.591941,100.0,-4.9904037,16.299393,-0.9061434,99.95804,-5.226528,13.155161,-16.298851,78.46766,-3.2448778,12.366955,-45.607216,65.8349,-1.4605014,20.256933,27
162,189,45.83531,9.091049,8.640009,46.28522,144.80531,565.44525,1009.90656,12.550932,92.045456,-4.857264,1.8466592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.162332,94.27268,-13.64933,8.457936,8.653086,100.0,-6.1830397,16.352991,-0.90217185,99.91478,-4.5791907,14.141093,-16.335709,77.78242,-2.5944476,12.6109295,-45.606785,65.67145,-0.9873601,20.374115,27
163,189,45.9476,9.091049,8.666475,46.35261,144.45334,565.58746,1009.69086,11.829782,92.5943,-5.367612,2.3662186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.701257,100.0,-7.3954983,15.913935,-0.9020626,99.69381,-3.625232,14.867705,-16.351454,75.82153,-1.8316938,12.888421,-45.61552,65.965034,-0.7215627,20.303358,27
164,189,46.05989,9.091049,8.512632,45.930756,144.19264,565.5648,1009.2019,10.484514,93.54479,-5.0266795,1.8290086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.578645,99.88728,-9.102467,15.104137,-0.7935831,99.77908,-3.6371725,15.94486,-16.443342,76.70161,-0.7402951,13.284022,-45.51766,64.73809,-0.048483327,20.826248,27
165,189,46.17218,9.091049,nan,nan,nan,565.39124,1008.8324,8.576967,94.61295,-4.2065034,1.1108799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.65785927,99.97779,-4.0410905,16.76339,-16.444355,76.128395,0.46700636,13.937843,-45.391094,62.81208,0.23907422,21.176102,27
166,189,46.28447,9.091049,nan,nan,nan,564.97406,1009.2811,6.7195215,95.222496,-3.8246343,2.281894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.53242755,99.85683,-4.2004023,18.193943,-16.249756,77.47401,1.6246648,14.066994,-45.178852,59.940144,0.5107852,21.193861,27
167,189,46.39676,9.091049,nan,nan,nan,564.30756,1010.1397,4.9425573,96.81357,-4.0991335,4.7943707,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.42027327,99.38043,-4.0915656,20.287071,-16.007532,75.48287,2.5694733,13.813503,-44.949524,56.63974,0.57532066,20.781746,27
83,190,36.96445,9.255535,5.652143,38.538193,142.77818,568.2565,1004.80286,17.52267,84.47262,-4.9646435,9.16407,nan,nan,nan,nan,nan,nan,nan,nan,17.035269,78.97037,-7.6570873,19.4896,16.537088,66.32292,-6.4407306,24.03878,14.993227,25.30988,-2.2935653,23.468647,3.6424904,40.982765,1.2831479,16.546118,-15.508355,49.80439,12.345137,21.436638,-41.051506,15.502244,33.72895,30.882948,28
84,190,37.07674,9.255535,5.4750066,38.08852,142.72064,568.20575,1004.4781,18.307743,81.00527,-4.690376,10.245282,nan,nan,nan,nan,18.252079,78.74218,-6.607751,14.508346,17.484358,73.62609,-7.627709,21.726887,17.044655,59.06805,-6.434885,25.24467,15.405662,22.012815,-1.7955593,23.036415,3.718395,41.43897,1.2611897,16.158886,-15.924831,56.98049,11.725359,20.792473,-41.17995,14.736232,33.27253,31.967762,28
85,190,37.18903,9.255535,5.5527186,38.284092,142.67613,567.73737,1004.19714,19.364576,79.56675,-5.0776243,9.627303,nan,nan,nan,nan,18.627897,75.20094,-7.4305944,16.490398,17.86035,69.296196,-7.844964,22.670403,17.440464,54.741,-6.502418,25.282696,15.439998,22.339195,-1.2919059,22.397842,3.724971,41.41236,1.5328053,15.9162,-16.68932,72.8723,9.88307,21.045744,-41.08846,14.026998,34.273506,32.07224,28
86,190,37.30132,9.255535,5.562823,38.31071,142.67058,567.4273,1004.0467,20.015476,79.56229,-5.8788614,9.61162,nan,nan,nan,nan,18.779644,74.51675,-8.314019,17.43416,18.085844,66.5757,-8.150206,22.946653,17.712393,51.150837,-6.71775,25.120525,15.511881,22.036413,-1.157253,21.9202,3.6502483,41.29886,1.5691358,15.797636,-17.25928,84.86017,8.794549,21.119505,-40.97394,13.37383,34.893093,32.54361,28
87,190,37.41361,9.255535,5.695276,38.64269,142.80116,566.99384,1004.3993,20.210823,82.95816,-6.7993193,9.316385,nan,nan,nan,nan,18.517237,78.30699,-8.437083,15.885069,17.816504,70.15917,-8.342918,21.974812,17.377535,55.244892,-7.1690984,24.312256,14.991571,25.162037,-1.6417675,21.735397,3.3581522,41.166435,1.5134776,16.12041,-17.528551,90.74615,7.517755,22.087831,-41.03005,12.891222,35.378452,32.34304,28
88,190,37.525898,9.255535,5.7970705,38.898426,142.98578,566.56726,1004.76294,20.614445,84.43716,-7.448278,9.273819,20.05074,82.12682,-8.051197,10.82401,18.369753,81.10446,-8.724478,15.784988,17.690401,72.00484,-8.468589,21.924158,17.250269,56.878925,-7.3215895,24.061293,14.672598,27.2723,-1.8619171,21.330307,3.0691063,40.8053,1.6826425,16.08208,-17.79458,97.044975,6.1231074,22.690863,-40.992104,12.255295,35.993362,32.038933,28
89,190,37.638187,9.255535,5.8331933,38.987606,143.08629,566.32574,1004.86664,20.56629,86.3932,-7.8684196,10.109375,19.988873,84.46665,-8.438892,11.609928,18.199095,84.69876,-8.985271,15.664393,17.680895,72.32266,-8.538842,22.120348,17.309996,56.03005,-7.3220563,24.014738,14.521538,28.243393,-2.1020532,21.0773,2.8437247,40.886993,1.8153204,16.035572,-17.861828,98.874214,5.340156,23.33247,-41.005367,11.780936,36.12558,31.910957,28
90,190,37.750477,9.255535,5.840919,39.00611,143.0982,566.2602,1004.8169,20.645573,87.015915,-7.943207,10.937602,20.075653,85.23125,-8.556539,12.511165,18.203018,85.88515,-9.033635,16.149923,17.694723,72.25169,-8.488431,22.443218,17.337694,55.482243,-7.1964145,24.0678,14.455219,28.619299,-1.9831259,20.800863,2.656482,41.33187,1.7984561,15.777032,-17.876463,99.322,4.87033,24.063383,-41.01603,11.57235,36.23164,31.524313,28
91,190,37.862766,9.255535,5.8188753,38.951153,143.07263,566.1566,1004.7559,20.657639,87.72957,-7.843392,11.943832,20.097736,86.068085,-8.485963,13.774009,18.240393,86.3953,-9.070651,17.704477,17.818832,71.02868,-8.364808,23.27525,17.519728,53.443336,-6.9034967,24.358301,14.501238,28.246782,-1.7543561,20.489626,2.509326,41.901955,1.6649048,15.384096,-17.868675,99.59533,4.778013,24.616959,-41.021664,11.594601,36.228676,31.131084,28
92,190,37.975056,9.255535,5.785897,38.869232,143.14682,565.8528,1004.7625,20.788862,87.16265,-7.555313,12.897234,20.262476,85.32081,-8.224678,14.699017,18.442316,84.45182,-9.025357,18.901285,18.023247,68.33199,-8.2381935,23.848501,17.702482,50.98823,-6.6785097,24.54874,14.548044,27.79823,-1.5569544,20.196344,2.2728758,43.07789,1.5424173,15.138832,-17.758184,96.54925,4.895539,25.358028,-40.928696,11.385254,36.041775,30.405167,28
93,190,38.087345,9.255535,5.7501354,38.780052,143.26765,565.6372,1004.7864,20.935396,86.052,-6.8673267,13.82162,20.447031,83.95407,-7.6299243,15.257462,18.682053,81.324005,-8.749796,20.01395,18.28134,64.91443,-7.9724126,24.27164,17.937696,48.130684,-6.3703313,24.64585,14.594124,27.34558,-1.4869212,19.934973,2.0066025,43.904774,1.3918877,15.050152,-17.644526,93.29843,5.2516727,25.975025,-40.86276,11.359417,35.792835,29.6271,28
94,190,38.199635,9.255535,5.763647,38.813145,143.3415,565.6613,1004.86975,21.017065,85.702545,-6.436669,13.957558,20.560202,83.49171,-7.2200794,15.389049,18.768896,81.18243,-8.404713,19.949287,18.222271,65.50982,-7.837988,24.07742,17.909296,47.83235,-6.250868,24.82751,14.581641,27.50832,-1.3609728,19.899624,1.6536071,47.301334,1.4000325,15.462514,-17.383276,86.17964,5.496385,26.089373,-40.894375,11.31031,35.217037,28.988554,28
95,190,38.311924,9.255535,5.823931,38.962254,143.37425,565.6853,1005.01794,21.05304,85.67064,-5.848063,13.201247,20.620853,83.4466,-6.6080947,14.753088,18.738977,83.16653,-7.7125225,18.670002,17.873472,70.28949,-7.602341,23.13866,17.602247,51.01943,-6.1896467,24.872211,14.394478,28.832676,-1.4485939,20.3097,1.3999499,49.21167,1.3700882,15.7858515,-17.141054,79.209496,5.523086,26.172544,-40.950027,11.046375,34.44789,28.414185,28
96,190,38.424213,9.255535,5.8926387,39.130993,143.23726,565.73846,1005.0145,21.013182,86.41867,-5.8876495,12.670311,20.592775,84.43624,-6.6448483,14.09978,18.631454,86.54947,-7.6453896,17.410843,17.42344,78.11943,-7.699132,21.880804,17.079702,57.891075,-6.4414177,24.69854,14.248014,30.037556,-1.2179482,20.948362,1.3506562,53.19785,1.1955702,16.196304,-17.18692,80.673805,5.104708,25.996431,-41.046356,10.8685255,33.84994,28.22109,28
97,190,38.536503,9.255535,5.970353,39.323223,143.08072,565.7721,1005.0171,20.90377,87.66019,-6.221517,12.10967,20.487139,86.0349,-6.830955,13.461205,18.456768,90.68257,-7.6835313,16.036997,16.91457,87.11603,-7.850972,20.618763,16.480968,66.24686,-6.7930794,24.576242,14.07116,31.497868,-1.0668596,21.622004,1.2973596,58.122856,0.52182305,16.443739,-17.231108,82.17096,4.8257318,26.009983,-41.10477,10.66488,33.183273,27.946758,28
98,190,38.648792,9.255535,6.131566,39.729652,143.11124,565.6422,1005.1673,20.88859,88.22404,-6.2924566,11.5079975,20.491024,86.703995,-7.039779,13.028531,18.475637,91.752815,-7.9731174,15.755428,16.827002,90.516846,-8.060361,19.959017,16.12979,72.9794,-6.974574,24.091984,13.739223,34.487186,-0.8200867,22.129198,1.2924206,60.046257,-0.17169262,16.505936,-17.290638,83.5363,4.656528,26.199465,-41.141884,11.105868,32.553696,27.679464,28
99,190,38.76108,9.255535,6.204211,39.91383,143.20505,565.51904,1005.31067,20.879784,88.17582,-6.5336885,11.340007,20.507,86.59653,-7.4050436,13.264092,18.509449,91.23039,-8.463555,16.364235,16.846199,90.152336,-8.333843,20.05949,16.00049,74.72803,-7.0144563,23.969824,13.580175,35.895,-0.24184673,22.08198,1.2211664,61.74116,-0.76537126,16.75527,-17.353144,84.92955,4.5567617,26.336212,-41.17583,12.080264,31.751007,27.368977,28
100,190,38.87337,9.255535,6.291903,40.134468,143.23488,565.5085,1005.2562,20.871424,87.86288,-6.314816,11.444098,20.514292,86.26626,-7.2154922,12.95894,18.5549,90.46059,-8.28165,16.359694,16.912174,88.561806,-8.166745,19.783981,16.042038,73.23488,-6.8544235,23.414516,13.3592,37.851665,-0.1709879,21.97611,1.1628681,61.58414,-0.8352914,16.841476,-17.386408,85.75786,4.4821815,26.64555,-41.23949,13.541004,30.77474,26.995258,28
101,190,38.98566,9.255535,6.364502,40.316067,143.26091,565.54425,1005.15784,20.863665,87.52404,-5.916964,11.736079,20.52407,85.90448,-6.9245396,12.197873,18.618176,89.65395,-7.9801965,15.907153,16.937037,87.802505,-7.9360485,18.951017,16.01418,72.40685,-6.680172,22.398787,13.119127,39.793995,-0.12931606,21.91433,1.0743651,61.944225,-0.5166835,17.107628,-17.425024,86.57363,4.36918,27.023666,-41.271194,15.60847,29.713623,26.658953,28
102,190,39.09795,9.255535,6.659946,41.073994,143.4125,565.30646,1005.7174,20.340668,88.71224,-5.774727,10.031995,nan,nan,nan,nan,18.52459,90.38797,-7.926543,15.133284,16.744583,90.71527,-7.910063,18.261097,15.588244,79.76331,-6.811808,21.574373,12.58818,45.90855,-0.6273182,21.997486,0.89445055,62.147697,-0.29737204,17.563816,-17.235561,82.855705,4.8782964,27.215946,-41.27112,18.501234,28.60179,26.047592,28
103,190,39.21024,9.255535,7.193155,42.441696,143.58403,564.9568,1006.5611,19.439543,90.94574,-5.453109,7.1877007,nan,nan,nan,nan,18.367094,91.86363,-7.845958,13.686768,16.479767,95.0955,-8.041157,17.217344,14.938983,92.18643,-7.2528486,20.35534,11.814236,55.77053,-1.5114686,22.440409,0.70247215,63.069153,-0.44490165,18.181316,-16.941814,77.13889,5.519167,27.195297,-41.27184,21.963295,27.572737,25.333454,28
104,190,39.32253,9.255535,7.4006467,42.974182,143.3819,565.30524,1006.20166,18.013382,93.584206,-4.7171764,6.1924453,nan,nan,nan,nan,nan,nan,nan,nan,16.242937,96.49923,-7.999703,14.018353,14.681769,95.02643,-7.571912,18.105482,11.357547,61.03738,-2.2037501,22.823885,0.6832957,62.76953,-0.38942444,18.440193,-16.80278,74.36475,5.6679034,26.922436,-41.40258,26.272427,26.005615,24.613441,28
105,190,39.434814,9.255535,7.446791,43.097904,143.0766,565.79694,1005.5406,16.69078,95.54241,-4.438883,5.7379637,nan,nan,nan,nan,nan,nan,nan,nan,16.00201,97.056816,-8.0595,10.99267,14.492223,94.43258,-7.8859835,16.277567,10.970042,64.72336,-2.7943757,23.107494,0.7041436,62.140137,-0.38926592,18.676088,-16.650017,71.81487,5.905987,26.279444,-41.594307,30.401464,24.141216,23.85802,28
106,190,39.547104,9.255535,7.642696,43.612743,143.0179,565.5675,1006.07086,16.017527,96.588196,-5.5666547,4.8195333,nan,nan,nan,nan,nan,nan,nan,nan,15.633934,97.55825,-8.1958275,9.442414,14.136132,96.519264,-8.586555,15.256707,10.6840515,69.207214,-3.23206,23.274279,0.61500627,62.705147,0.092368715,19.163538,-16.358274,66.7928,6.345382,25.874245,-41.72567,31.895195,21.909943,23.305698,28
107,190,39.659393,9.255535,7.755318,43.895912,142.86102,565.36035,1006.7638,15.366675,97.31187,-6.8479767,4.468338,nan,nan,nan,nan,nan,nan,nan,nan,15.26955,97.87655,-8.151437,7.608856,13.809294,98.63765,-9.497812,14.132501,10.505677,72.08524,-3.7095063,23.5804,0.5858921,62.77338,0.77347064,19.583012,-16.124023,62.953094,6.6141224,25.41916,-41.859104,32.591724,19.492056,22.849512,28
108,190,39.771683,9.255535,7.9920993,44.521317,142.636,565.38403,1006.8003,14.215862,97.34092,-6.397406,5.4688187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.940391,80.11974,-4.6568365,23.876923,0.6492087,62.506947,0.7823321,20.692772,-15.824422,57.022938,6.6976953,24.523611,-42.111275,32.5973,17.143517,22.259354,28
109,190,39.883972,9.255535,8.225797,45.145245,142.80112,565.39276,1006.6684,13.03487,97.3226,-5.907304,6.826915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.494844,86.73698,-5.6550026,24.42361,0.78876203,61.44655,0.68427783,21.94747,-15.533867,50.536304,6.79006,23.661686,-42.385048,32.067654,14.937467,21.5997,28
110,190,39.99626,9.255535,7.9279313,44.348766,142.38808,565.9712,1006.01776,13.124522,92.69937,-5.213154,8.114107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.835531,80.44498,-5.0388637,24.618448,1.0012028,59.571777,0.6581117,21.787798,-15.580689,50.67121,6.7436776,22.964108,-42.857082,34.170048,13.087871,21.941334,28
111,190,40.10855,9.255535,7.6520224,43.612854,141.73952,566.5592,1005.3055,13.370945,87.708145,-4.6510057,9.247657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.217644,74.01982,-4.415665,24.548405,1.2304584,57.495975,0.59246343,21.261505,-15.630565,49.77869,6.7605524,22.242651,-43.356205,36.544067,11.43455,22.585896,28
112,190,40.22084,9.255535,7.6633267,43.643932,142.25542,566.11487,1006.04626,13.679636,90.132324,-5.457994,7.1791263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.544321,71.46662,-3.871815,23.964844,1.1081336,59.785778,1.2398063,20.819098,-15.655867,50.796303,5.554127,22.166227,-43.433777,37.32557,11.05396,23.147995,28
113,190,40.33313,9.255535,7.618223,43.524345,143.05246,565.5534,1006.8793,14.369132,92.00351,-6.2573876,4.54253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.024989,66.62213,-2.9631276,23.919233,0.9323274,62.536655,2.1034338,20.22717,-15.795686,55.1345,4.035895,22.220806,-43.36529,38.47665,10.782458,23.533756,28
114,190,40.44542,9.255535,7.7228847,43.809822,142.97562,565.75793,1006.5966,14.291275,94.12782,-6.4410963,5.94669,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.499711,94.022156,-8.817,13.533872,10.815337,69.03081,-3.527974,24.116001,0.9401106,62.53463,1.1888444,19.83193,-15.746772,52.2074,4.254089,21.804298,-43.749382,45.001026,10.087417,23.73142,28
115,190,40.55771,9.255535,7.8249106,44.080257,142.59766,566.0744,1006.11707,13.807411,96.99179,-6.4285192,8.003567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0863085,99.53302,-8.06463,12.114464,10.4293585,73.3316,-4.3159895,24.106155,0.9286851,62.39276,0.15830626,19.63881,-15.59668,46.17669,4.581268,21.469372,-44.23869,51.846085,9.583868,23.644415,28
116,190,40.67,9.255535,7.7052565,43.75116,142.67862,565.865,1006.2909,14.165824,95.66636,-5.5684547,7.8206224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.2262945,98.29962,-8.789464,14.861743,10.914991,68.22609,-3.282595,23.981194,1.0187895,62.68663,0.59848416,18.603683,-15.748561,48.657436,3.9601674,21.120684,-44.285667,47.80493,8.985328,23.776133,28
117,190,40.782288,9.255535,7.5578237,43.35631,142.88072,565.6635,1006.56213,14.791125,93.46411,-4.8387423,7.3263397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.403327,96.23912,-9.540157,17.77775,11.610456,60.780903,-2.1792133,23.646912,1.1053044,63.22166,1.0425243,17.324451,-15.948586,52.3965,3.4607131,20.772764,-44.332684,42.74203,8.154399,24.202486,28
118,190,40.894577,9.255535,7.475877,43.152603,142.89557,565.7222,1006.13434,15.44051,90.45247,-4.5186296,7.7130246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.779052,91.15523,-8.724807,20.388449,12.02768,56.654987,-1.7904873,22.745378,1.0926967,64.15278,0.21478699,16.367443,-16.241716,55.801144,3.6035357,20.582281,-44.514034,41.81152,8.08083,24.035192,28
119,190,41.006866,9.255535,7.425855,43.02928,142.87697,565.6641,1005.80365,16.143524,87.55217,-4.2572923,8.172427,nan,nan,nan,nan,nan,nan,nan,nan,15.281268,88.22321,-7.9668894,17.803347,14.153595,86.09718,-7.9413304,22.691631,12.376613,53.54918,-1.5464076,21.799248,1.0520235,65.36702,-0.5132678,15.380965,-16.499918,58.80273,3.758351,20.407642,-44.59684,40.97991,8.12098,23.859398,28
120,190,41.119156,9.255535,7.438646,43.06113,142.88193,565.2943,1005.6795,17.472078,84.925804,-5.296331,9.035343,nan,nan,nan,nan,nan,nan,nan,nan,15.69989,83.53598,-8.582196,20.75953,14.970372,76.45935,-7.075834,23.862823,12.704536,51.37125,-1.2145673,20.361132,0.97555035,67.15717,-0.2778919,14.308086,-16.755943,62.651352,3.1208847,20.805653,-44.22707,39.781765,7.6897316,23.269308,28
